country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Burundi,6,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,7,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,8,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,9,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,10,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,11,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Congo Democratic Republic,12,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Congo Republic,13,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,14,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,15,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,16,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,17,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,18,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,19,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,20,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,21,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia,22,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,23,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,24,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea Bissau,25,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,26,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,27,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,28,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,29,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,30,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,31,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,32,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,33,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,34,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,35,Unknown,,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
